Gene symbol,ProbeSet,Disease state,Disease state mean difference,Disease state lwr,Disease state upr,Disease state p-adj,Gene title
COL4A5,213110_s_at,AML-Healthy,0.177721052,-0.25859594,-0.096846164,1.70E-05,"collagen, type IV, alpha 5"
HOXA10,213147_at,AML-Healthy,0.106253499,-0.138200521,-0.074306478,0,homeobox A10
ADCY2,213217_at,AML-Healthy,0.074190259,-0.105650594,-0.042729925,3.94E-06,adenylate cyclase 2 (brain)
3-Mar,213256_at,AML-Healthy,-0.142348327,0.098709507,0.185987147,0,membrane associated ring finger 3
FOXC1,213260_at,AML-Healthy,0.091216528,-0.136001623,-0.046431433,6.68E-05,forkhead box C1
ERI2,213365_at,AML-Healthy,-0.109809758,0.0675833,0.152036217,3.64E-07,ERI1 exoribonuclease family member 2
LOC155060,213367_at,AML-Healthy,0.069419229,-0.089377528,-0.04946093,0,AI894139 pseudogene
IQCK,213392_at,AML-Healthy,0.0663661,-0.096887673,-0.035844527,2.08E-05,IQ motif containing K
NPTX2,213479_at,AML-Healthy,0.102129109,-0.163806305,-0.040451913,0.001180922,neuronal pentraxin II
G0S2,213524_s_at,AML-Healthy,-0.117324636,0.05293884,0.181710432,0.000358949,G0/G1 switch 2
OSR2,213568_at,AML-Healthy,0.075493568,-0.111216761,-0.039770375,3.52E-05,odd-skipped related transciption factor 2
OIP5,213599_at,AML-Healthy,-0.111412828,0.069859256,0.152966401,1.56E-07,Opa interacting protein 5
SMPDL3A,213624_at,AML-Healthy,-0.162875489,0.094651695,0.231099282,2.99E-06,"sphingomyelin phosphodiesterase, acid-like 3A"
IGHD,213674_x_at,AML-Healthy,-0.133211367,0.085930002,0.180492731,3.52E-08,immunoglobulin heavy constant delta
C12orf29,213701_at,AML-Healthy,-0.122912063,0.083387504,0.162436622,2.75E-10,chromosome 12 open reading frame 29
ABHD5,213805_at,AML-Healthy,-0.139311471,0.094721723,0.183901219,7.63E-11,abhydrolase domain containing 5
HOXA11,213823_at,AML-Healthy,0.077710561,-0.109966174,-0.045454949,2.43E-06,homeobox A11
HOXA5,213844_at,AML-Healthy,0.145693697,-0.219898942,-0.071488451,0.000120891,homeobox A5
MYBL1,213906_at,AML-Healthy,-0.1646687,0.108096908,0.221240491,1.17E-08,v-myb avian myeloblastosis viral oncogene homolog-like 1
TWF1 ,214007_s_at,AML-Healthy,0.074183572,-0.11287021,-0.035496935,0.000173483,twinfilin actin binding protein 1 
NCF1,214084_x_at,AML-Healthy,-0.137156335,0.088786429,0.185526241,2.86E-08,neutrophil cytosolic factor 1
PPBP,214146_s_at,AML-Healthy,-0.114790177,0.04316243,0.186417925,0.001693555,pro-platelet basic protein
CCPG1 ,214151_s_at,AML-Healthy,-0.113123386,0.07754835,0.148698422,0,cell cycle progression 1 
XIST,214218_s_at,AML-Healthy,0.230330548,-0.285021882,-0.175639213,0,X inactive specific transcript (non-protein coding)
KIAA0485,214295_at,AML-Healthy,-0.206525786,0.16463906,0.248412513,0,uncharacterized LOC57235
PPFIBP1,214374_s_at,AML-Healthy,0.077221849,-0.107228241,-0.047215457,4.79E-07,"PTPRF interacting protein, binding protein 1 (liprin beta 1)"
SELENBP1,214433_s_at,AML-Healthy,-0.153864385,0.084045764,0.223683005,1.61E-05,selenium binding protein 1
HIST1H2BC,214455_at,AML-Healthy,0.094358972,-0.163620117,-0.025097827,0.007599086,"histone cluster 1, H2bc"
KLRB1,214470_at,AML-Healthy,-0.132036633,0.08598774,0.178085526,1.98E-08,"killer cell lectin-like receptor subfamily B, member 1"
CEBPE,214523_at,AML-Healthy,-0.151758168,0.119124267,0.184392068,0,"CCAAT/enhancer binding protein (C/EBP), epsilon"
SERPINB10,214539_at,AML-Healthy,-0.181466427,0.121604072,0.241328781,2.18E-09,"serpin peptidase inhibitor, clade B (ovalbumin), member 10"
XCL1 ,214567_s_at,AML-Healthy,-0.128631958,0.085533532,0.171730384,4.47E-09,chemokine (C motif) ligand 1 
TSPAN2,214606_at,AML-Healthy,-0.138328585,0.092657019,0.184000151,2.28E-09,tetraspanin 2
EPX,214627_at,AML-Healthy,-0.165693221,0.110067895,0.221318548,4.86E-09,eosinophil peroxidase
CCNT2,214638_s_at,AML-Healthy,0.061114453,-0.08179094,-0.040437966,6.63E-09,cyclin T2
HOXA1,214639_s_at,AML-Healthy,0.107980182,-0.15304277,-0.062917595,2.75E-06,homeobox A1
ABR,214671_s_at,AML-Healthy,0.062102532,-0.085616082,-0.038588982,2.39E-07,active BCR-related
TCF25,214704_at,AML-Healthy,0.066388848,-0.09377889,-0.038998806,2.11E-06,transcription factor 25 (basic helix-loop-helix)
CCNB1,214710_s_at,AML-Healthy,-0.161959811,0.117721909,0.206197712,0,cyclin B1
TWISTNB,214729_at,AML-Healthy,0.128595087,-0.166002297,-0.091187877,0,TWIST neighbor
IPCEF1,214735_at,AML-Healthy,-0.156059243,0.120141495,0.191976992,0,interaction protein for cytohesin exchange factors 1
NAAA,214765_s_at,AML-Healthy,0.067494207,-0.102082723,-0.032905691,0.00013302,N-acylethanolamine acid amidase
IGKV2-28 ,214768_x_at,AML-Healthy,-0.145613994,0.098320023,0.192907965,8.27E-10,immunoglobulin kappa variable 2-28 
IGKV4-1,214777_at,AML-Healthy,-0.131668765,0.092597594,0.170739936,0,immunoglobulin kappa variable 4-1
EIF4A1,214805_at,AML-Healthy,0.08131383,-0.118368714,-0.044258946,1.75E-05,eukaryotic translation initiation factor 4A1
CEACAM21,214907_at,AML-Healthy,-0.138313207,0.109977543,0.166648872,0,carcinoembryonic antigen-related cell adhesion molecule 21
AKIRIN1,215029_at,AML-Healthy,0.063839367,-0.110569201,-0.017109533,0.007433704,akirin 1
SRCAP,215053_at,AML-Healthy,0.066553873,-0.089276557,-0.043831189,9.36E-09,Snf2-related CREBBP activator protein
EPOR ,215054_at,AML-Healthy,-0.13310483,0.101783789,0.164425871,0,erythropoietin receptor 
LOC100129518 ,215078_at,AML-Healthy,-0.122799433,0.056491521,0.189107346,0.000287098,uncharacterized LOC100129518 
DPY19L1P1,215102_at,AML-Healthy,-0.194170686,0.157935369,0.230406002,0,DPY19L1 pseudogene 1
DNM1,215116_s_at,AML-Healthy,0.131106404,-0.170468649,-0.091744159,0,dynamin 1
IGKV1-39 ,215176_x_at,AML-Healthy,-0.127243217,0.080181536,0.174304897,1.23E-07,immunoglobulin kappa variable 1-39 (gene/pseudogene) 
NUS1 ,215207_x_at,AML-Healthy,0.06608177,-0.097594482,-0.034569059,4.04E-05,NUS1 dehydrodolichyl diphosphate synthase subunit 
WFDC8,215276_at,AML-Healthy,0.068388904,-0.092440258,-0.04433755,2.61E-08,WAP four-disulfide core domain 8
TSPO2,215449_at,AML-Healthy,-0.145809439,0.097171619,0.194447258,3.70E-09,translocator protein 2
DUSP10,215501_s_at,AML-Healthy,0.144446176,-0.176529914,-0.112362438,0,dual specificity phosphatase 10
DIRAS3,215506_s_at,AML-Healthy,0.064844346,-0.106503733,-0.02318496,0.002294298,"DIRAS family, GTP-binding RAS-like 3"
ANKRD53,215759_at,AML-Healthy,0.060493209,-0.085851996,-0.035134422,3.04E-06,ankyrin repeat domain 53
ZNF804A,215767_at,AML-Healthy,0.077105395,-0.130765741,-0.023445048,0.004873956,zinc finger protein 804A
GLUD2,215794_x_at,AML-Healthy,0.075784602,-0.101120826,-0.050448378,4.07E-09,glutamate dehydrogenase 2
RHCE ,215819_s_at,AML-Healthy,-0.224653803,0.15038004,0.298927566,2.44E-09,"Rh blood group, CcEe antigens "
LILRA5,215838_at,AML-Healthy,-0.143572796,0.089472446,0.197673146,2.09E-07,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5"
PTGDR,215894_at,AML-Healthy,-0.147967447,0.11375669,0.182178204,0,prostaglandin D2 receptor (DP)
ATP2B3,215911_x_at,AML-Healthy,0.061893836,-0.087648414,-0.036139259,2.57E-06,"ATPase, Ca++ transporting, plasma membrane 3"
NLRP3,216016_at,AML-Healthy,0.069710535,-0.120329788,-0.019091281,0.006969001,"NLR family, pyrin domain containing 3"
TMX4,216027_at,AML-Healthy,0.0984243,-0.151474051,-0.045374549,0.000279882,thioredoxin-related transmembrane protein 4
DAAM1,216060_s_at,AML-Healthy,-0.112503266,0.06700166,0.158004872,1.31E-06,dishevelled associated activator of morphogenesis 1
ABCA1,216066_at,AML-Healthy,0.070053271,-0.104322834,-0.035783708,6.28E-05,ATP binding cassette subfamily A member 1
TRDV3,216191_s_at,AML-Healthy,-0.121509431,0.065238545,0.177780316,2.37E-05,T cell receptor delta variable 3
SPTLC2,216203_at,AML-Healthy,0.074820061,-0.117086433,-0.032553688,0.000526434,"serine palmitoyltransferase, long chain base subunit 2"
DICER1,216260_at,AML-Healthy,0.095862552,-0.13261719,-0.059107913,3.36E-07,"dicer 1, ribonuclease type III"
TARP ,216298_at,AML-Healthy,0.070388602,-0.09713152,-0.043645685,2.62E-07,TCR gamma alternate reading frame protein 
RHCE,216317_x_at,AML-Healthy,-0.142042893,0.094233831,0.189851954,5.40E-09,"Rh blood group, CcEe antigens"
IGKV1-37 ,216401_x_at,AML-Healthy,-0.127927994,0.090209527,0.16564646,0,immunoglobulin kappa variable 1-37 (non-functional) 
HOXB9,216417_x_at,AML-Healthy,0.08957841,-0.118537197,-0.060619623,5.44E-10,homeobox B9
IGLV3-10,216560_x_at,AML-Healthy,-0.113675217,0.076933509,0.150416926,5.34E-10,immunoglobulin lambda variable 3-10
HIST1H2APS4,216585_at,AML-Healthy,0.068644852,-0.092406266,-0.044883439,1.53E-08,"histone cluster 1, H2a, pseudogene 4"
GYPA ,216833_x_at,AML-Healthy,-0.127414687,0.081393881,0.173435492,6.08E-08,glycophorin A (MNS blood group) 
GDF11,216860_s_at,AML-Healthy,0.102467915,-0.136318772,-0.068617057,2.35E-09,growth differentiation factor 11
HNF1A,216930_at,AML-Healthy,0.062390647,-0.083104632,-0.041676663,2.99E-09,HNF1 homeobox A
RUNX2,216994_s_at,AML-Healthy,0.0683433,-0.090520268,-0.046166332,7.68E-10,runt-related transcription factor 2
AZGP1P1,217013_at,AML-Healthy,0.061693998,-0.080943265,-0.042444731,0,"alpha-2-glycoprotein 1, zinc-binding pseudogene 1"
SFXN3,217226_s_at,AML-Healthy,0.103599775,-0.135070776,-0.072128775,0,sideroflexin 3
IGLVIVOR22-1,217277_at,AML-Healthy,0.062329437,-0.08309023,-0.041568644,3.46E-09,immunoglobulin lambda variable (IV)/OR22-1 (pseudogene)
FOXJ3,217310_s_at,AML-Healthy,0.060596746,-0.083274065,-0.037919427,1.72E-07,forkhead box J3
DNAJC16,217358_at,AML-Healthy,0.072132886,-0.097651209,-0.046614563,3.17E-08,"DnaJ (Hsp40) homolog, subfamily C, member 16"
CLIC1P1,217382_at,AML-Healthy,0.062028317,-0.087572705,-0.036483928,2.02E-06,chloride intracellular channel 1 pseudogene 1
PWWP2A,217533_x_at,AML-Healthy,0.061722042,-0.085112791,-0.038331292,2.45E-07,PWWP domain containing 2A
PPIA,217602_at,AML-Healthy,0.067496512,-0.102045467,-0.032947557,0.000130616,peptidylprolyl isomerase A (cyclophilin A)
GTPBP4,217631_at,AML-Healthy,0.062936666,-0.089794591,-0.036078741,4.53E-06,GTP binding protein 4
SKA1,217640_x_at,AML-Healthy,-0.111843724,0.07359484,0.150092609,9.95E-09,spindle and kinetochore associated complex subunit 1
RAB31,217762_s_at,AML-Healthy,-0.175171002,0.117857518,0.232484486,1.38E-09,"RAB31, member RAS oncogene family"
MSRB1,217977_at,AML-Healthy,-0.132336395,0.100770743,0.163902047,0,methionine sulfoxide reductase B1
RBM47,218035_s_at,AML-Healthy,-0.124543387,0.065845265,0.18324151,3.27E-05,RNA binding motif protein 47
NPDC1,218086_at,AML-Healthy,0.061298064,-0.101422264,-0.021173865,0.002763871,"neural proliferation, differentiation and control, 1"
SPATA20,218164_at,AML-Healthy,0.067580427,-0.094952174,-0.040208681,1.36E-06,spermatogenesis associated 20
PLEKHO1,218223_s_at,AML-Healthy,0.066944067,-0.092915584,-0.040972549,4.60E-07,"pleckstrin homology domain containing, family O member 1"
PNMA1,218224_at,AML-Healthy,0.060857497,-0.091381658,-0.030333335,9.48E-05,paraneoplastic Ma antigen 1
MAP4K3,218311_at,AML-Healthy,0.071140726,-0.120505534,-0.021775917,0.00475057,mitogen-activated protein kinase kinase kinase kinase 3
LGR4,218326_s_at,AML-Healthy,-0.11696146,0.070810349,0.163112571,7.12E-07,leucine-rich repeat containing G protein-coupled receptor 4
NAV2,218330_s_at,AML-Healthy,-0.132859364,0.104386318,0.16133241,0,neuron navigator 2
BEX1,218332_at,AML-Healthy,-0.145045624,0.079357,0.210734249,1.55E-05,brain expressed X-linked 1
PHC1,218338_at,AML-Healthy,0.094238638,-0.118818193,-0.069659084,0,polyhomeotic homolog 1 (Drosophila)
KIF4A,218355_at,AML-Healthy,-0.126091056,0.085036932,0.167145179,9.96E-10,kinesin family member 4A
FBXO3,218432_at,AML-Healthy,-0.125019044,0.085700231,0.164337858,0,F-box protein 3
PLBD1,218454_at,AML-Healthy,-0.222910619,0.151435457,0.29438578,1.48E-10,phospholipase B domain containing 1
C11orf95,218641_at,AML-Healthy,0.088161009,-0.12285972,-0.053462299,6.68E-07,chromosome 11 open reading frame 95
RHBDF1,218686_s_at,AML-Healthy,0.069086049,-0.100611268,-0.03756083,1.79E-05,rhomboid 5 homolog 1 (Drosophila)
HJURP,218726_at,AML-Healthy,-0.114491733,0.080552859,0.148430607,0,Holliday junction recognition protein
KIF20A,218755_at,AML-Healthy,-0.154778384,0.115007692,0.194549076,0,kinesin family member 20A
SMYD3,218788_s_at,AML-Healthy,0.07859009,-0.111529801,-0.045650379,3.03E-06,SET and MYND domain containing 3
ACP6,218795_at,AML-Healthy,-0.112906784,0.083625425,0.142188143,0,"acid phosphatase 6, lysophosphatidic"
CHD7,218829_s_at,AML-Healthy,-0.115989731,0.066956289,0.165023172,3.68E-06,chromodomain helicase DNA binding protein 7
ARRB1,218832_x_at,AML-Healthy,0.062019762,-0.094306927,-0.029732597,0.000169033,"arrestin, beta 1"
MOSPD1,218853_s_at,AML-Healthy,-0.124071475,0.086719246,0.161423703,0,motile sperm domain containing 1
DEPTOR,218858_at,AML-Healthy,0.113854049,-0.159767238,-0.067940859,1.22E-06,DEP domain containing MTOR-interacting protein
FBXO5,218875_s_at,AML-Healthy,-0.147949447,0.10157884,0.194320054,0,F-box protein 5
TPPP3,218876_at,AML-Healthy,0.063701084,-0.099459947,-0.027942221,0.000485146,tubulin polymerization-promoting protein family member 3
PLSCR4,218901_at,AML-Healthy,-0.142480268,0.09056406,0.194396477,7.92E-08,phospholipid scramblase 4
NABP2,218903_s_at,AML-Healthy,0.063498035,-0.084412299,-0.042583771,2.01E-09,nucleic acid binding protein 2
C9orf40,218904_s_at,AML-Healthy,-0.117381038,0.079080737,0.155681339,1.16E-09,chromosome 9 open reading frame 40
RMI1,218979_at,AML-Healthy,-0.11804543,0.079288145,0.156802715,1.69E-09,RecQ mediated genome instability 1
CEP70,219036_at,AML-Healthy,0.060522555,-0.098432982,-0.022612128,0.001764173,centrosomal protein 70kDa
CSGALNACT1,219049_at,AML-Healthy,-0.155274225,0.102132859,0.208415591,1.02E-08,chondroitin sulfate N-acetylgalactosaminyltransferase 1
NPR3,219054_at,AML-Healthy,0.078881585,-0.123850541,-0.03391263,0.000591395,natriuretic peptide receptor 3
PBK,219148_at,AML-Healthy,-0.21964499,0.161501784,0.277788197,0,PDZ binding kinase
GTF3C4,219198_at,AML-Healthy,0.062179655,-0.081631617,-0.042727694,0,general transcription factor IIIC subunit 4
TWSG1,219201_s_at,AML-Healthy,0.103729044,-0.13599449,-0.071463597,0,twisted gastrulation BMP signaling modulator 1
FBXO11,219208_at,AML-Healthy,0.071445472,-0.112128355,-0.030762589,0.000582831,F-box protein 11
BAHCC1,219218_at,AML-Healthy,0.106332487,-0.139245614,-0.073419361,0,BAH domain and coiled-coil containing 1
MOB3B,219265_at,AML-Healthy,0.067591604,-0.089021406,-0.046161802,0,MOB kinase activator 3B
C3orf14,219288_at,AML-Healthy,-0.139342948,0.089509643,0.189176254,4.47E-08,chromosome 3 open reading frame 14
PCOLCE2,219295_s_at,AML-Healthy,-0.229453009,0.169437529,0.289468489,0,procollagen C-endopeptidase enhancer 2
ZDHHC13,219296_at,AML-Healthy,-0.122064427,0.087878798,0.156250056,0,"zinc finger, DHHC-type containing 13"
KIF15,219306_at,AML-Healthy,-0.173578362,0.125191156,0.221965569,0,kinesin family member 15
ZBTB10,219312_s_at,AML-Healthy,0.152720563,-0.206479439,-0.098961687,2.69E-08,zinc finger and BTB domain containing 10
TRPM4,219360_s_at,AML-Healthy,0.067936483,-0.104383721,-0.031489245,0.000262103,"transient receptor potential cation channel, subfamily M, member 4"
TMEM45A,219410_at,AML-Healthy,-0.140011596,0.097475517,0.182547674,0,transmembrane protein 45A
KIAA0226L,219471_at,AML-Healthy,-0.112930365,0.078841888,0.147018843,0,KIAA0226-like
SHCBP1,219493_at,AML-Healthy,-0.109737002,0.063832856,0.155641149,2.90E-06,SHC SH2-domain binding protein 1
NEIL3,219502_at,AML-Healthy,-0.114068311,0.077591726,0.150544896,4.10E-11,nei-like DNA glycosylase 3
SNCAIP,219511_s_at,AML-Healthy,0.099391365,-0.13594064,-0.062842091,1.04E-07,synuclein alpha interacting protein
BCL11B,219528_s_at,AML-Healthy,-0.144703596,0.092191441,0.197215751,7.01E-08,B-cell CLL/lymphoma 11B (zinc finger protein)
CLIC3,219529_at,AML-Healthy,-0.117047066,0.078483366,0.155610765,2.04E-09,chloride intracellular channel 3
NRIP3,219557_s_at,AML-Healthy,0.091835964,-0.13120038,-0.052471549,4.98E-06,nuclear receptor interacting protein 3
SLC17A9,219559_at,AML-Healthy,0.084347508,-0.105356875,-0.063338141,0,"solute carrier family 17 (vesicular nucleotide transporter), member 9"
PIEZO2,219602_s_at,AML-Healthy,0.080185738,-0.123560132,-0.036811344,0.000294279,piezo-type mechanosensitive ion channel component 2
ZMAT3,219628_at,AML-Healthy,0.097633129,-0.130904408,-0.064361849,8.73E-09,"zinc finger, matrin-type 3"
PDZK1IP1,219630_at,AML-Healthy,-0.137298875,0.087009667,0.187588082,9.25E-08,PDZK1 interacting protein 1
LRP12,219631_at,AML-Healthy,0.114140221,-0.162090254,-0.066190189,3.19E-06,LDL receptor related protein 12
CD177,219669_at,AML-Healthy,-0.21265008,0.173683668,0.251616492,0,CD177 molecule
AHSP,219672_at,AML-Healthy,-0.163532946,0.097039168,0.230026725,1.50E-06,alpha hemoglobin stabilizing protein
C16orf95,219785_s_at,AML-Healthy,-0.146774916,0.105607636,0.187942196,0,chromosome 16 open reading frame 95
ECT2,219787_s_at,AML-Healthy,-0.152903361,0.102850225,0.202956497,1.42E-09,epithelial cell transforming 2
EFHC1,219833_s_at,AML-Healthy,0.072261185,-0.106210521,-0.038311848,3.09E-05,EF-hand domain (C-terminal) containing 1
CARF,219834_at,AML-Healthy,0.060803526,-0.098570571,-0.023036481,0.001612134,calcium responsive transcription factor
MFSD6,219858_s_at,AML-Healthy,0.068866784,-0.105042727,-0.032690841,0.000193257,major facilitator superfamily domain containing 6
KLF3-AS1,219871_at,AML-Healthy,0.09656516,-0.142660666,-0.050469654,4.11E-05,KLF3 antisense RNA 1
CLEC5A,219890_at,AML-Healthy,-0.249231137,0.174353902,0.324108372,0,"C-type lectin domain family 5, member A"
TM6SF1,219892_at,AML-Healthy,-0.200100044,0.146558098,0.25364199,0,transmembrane 6 superfamily member 1
ASPM,219918_s_at,AML-Healthy,-0.163230298,0.113772028,0.212688569,0,abnormal spindle microtubule assembly
CLEC4A,219947_at,AML-Healthy,-0.189298622,0.121329062,0.257268181,5.07E-08,"C-type lectin domain family 4, member A"
E2F8,219990_at,AML-Healthy,-0.16816322,0.122540422,0.213786018,0,E2F transcription factor 8
LGALSL,219998_at,AML-Healthy,-0.140548216,0.105391722,0.175704711,0,"lectin, galactoside-binding-like"
SIGLEC5,220000_at,AML-Healthy,-0.144342087,0.110667946,0.178016229,0,sialic acid binding Ig-like lectin 5
P2RY13,220005_at,AML-Healthy,-0.204068705,0.139950759,0.268186652,0,"purinergic receptor P2Y, G-protein coupled, 13"
VPREB3,220068_at,AML-Healthy,-0.128843712,0.100786898,0.156900526,0,pre-B lymphocyte 3
IKZF5,220086_at,AML-Healthy,0.063280287,-0.089967184,-0.036593389,3.48E-06,IKAROS family zinc finger 5
C5AR1,220088_at,AML-Healthy,-0.175403499,0.106354473,0.244452525,6.71E-07,complement component 5a receptor 1
NUBPL,220176_at,AML-Healthy,0.075853657,-0.109641813,-0.042065501,1.11E-05,nucleotide binding protein-like
RC3H2,220202_s_at,AML-Healthy,0.06133771,-0.086972503,-0.035702918,2.84E-06,ring finger and CCCH-type domains 2
ABHD17B,220285_at,AML-Healthy,0.072562384,-0.099828156,-0.045296613,1.93E-07,abhydrolase domain containing 17B
DEPDC1,220295_x_at,AML-Healthy,-0.171353012,0.125213472,0.217492553,0,DEP domain containing 1
SPATA6,220299_at,AML-Healthy,0.061525325,-0.092027344,-0.031023305,7.84E-05,spermatogenesis associated 6
NME8,220384_at,AML-Healthy,-0.153452991,0.114396157,0.192509825,0,NME/NM23 family member 8
ADGRG3,220404_at,AML-Healthy,-0.149784393,0.114349281,0.185219505,0,adhesion G protein-coupled receptor G3
SLC25A21,220474_at,AML-Healthy,-0.259755713,0.216315919,0.303195507,0,"solute carrier family 25 (mitochondrial oxoadipate carrier), member 21"
VNN3,220528_at,AML-Healthy,-0.21176556,0.169009863,0.254521256,0,vanin 3
RETN,220570_at,AML-Healthy,-0.182357014,0.134013467,0.230700561,0,resistin
ELP6,220600_at,AML-Healthy,0.063068057,-0.086362191,-0.039773922,1.18E-07,elongator acetyltransferase complex subunit 6
FAR2,220615_s_at,AML-Healthy,-0.153521219,0.107098595,0.199943842,0,fatty acyl-CoA reductase 2
KLRF1,220646_s_at,AML-Healthy,-0.158887397,0.10255761,0.215217185,3.39E-08,"killer cell lectin-like receptor subfamily F, member 1"
ZIM2,220653_at,AML-Healthy,0.072252744,-0.093073677,-0.051431812,0,"zinc finger, imprinted 2"
DNMT3B,220668_s_at,AML-Healthy,0.07227258,-0.105304835,-0.039240325,1.85E-05,DNA (cytosine-5-)-methyltransferase 3 beta
ZNF614,220721_at,AML-Healthy,0.064252948,-0.088807087,-0.039698809,3.07E-07,zinc finger protein 614
HBQ1,220807_at,AML-Healthy,-0.142474998,0.085591431,0.199358566,9.57E-07,"hemoglobin, theta 1"
PRG3,220811_at,AML-Healthy,-0.254711249,0.204483829,0.30493867,0,proteoglycan 3
TCP10L,220826_at,AML-Healthy,0.074255475,-0.099444802,-0.049066148,7.35E-09,t-complex 10-like
CENPJ,220885_s_at,AML-Healthy,0.078030026,-0.105005443,-0.05105461,1.46E-08,centromere protein J
NYNRIN,220911_s_at,AML-Healthy,0.078208981,-0.108195053,-0.048222909,3.36E-07,NYN domain and retroviral integrase containing
MANSC1,220945_x_at,AML-Healthy,-0.27624332,0.224478158,0.328008481,0,MANSC domain containing 1
PLEKHA5,220952_s_at,AML-Healthy,0.108500015,-0.161744355,-0.055255675,6.62E-05,"pleckstrin homology domain containing, family A member 5"
TRMT1L,220992_s_at,AML-Healthy,-0.111875098,0.059511211,0.164238984,2.89E-05,tRNA methyltransferase 1 like
PLA2G12A,221027_s_at,AML-Healthy,-0.114046794,0.074384161,0.153709427,1.80E-08,"phospholipase A2, group XIIA"
ARHGAP24,221030_s_at,AML-Healthy,-0.110096784,0.083301332,0.136892236,0,Rho GTPase activating protein 24
CCPG1,221156_x_at,AML-Healthy,-0.129665073,0.08830029,0.171029857,0,cell cycle progression 1
NPL,221210_s_at,AML-Healthy,-0.157454401,0.095853113,0.219055689,5.72E-07,N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase)
MAP3K7CL,221211_s_at,AML-Healthy,-0.203063395,0.156272521,0.24985427,0,MAP3K7 C-terminal like
NSMF,221214_s_at,AML-Healthy,0.061123759,-0.083142011,-0.039105508,5.60E-08,NMDA receptor synaptonuclear signaling and neuronal migration factor
BACH2,221234_s_at,AML-Healthy,-0.133986957,0.09058601,0.177387905,6.59E-10,"BTB and CNC homology 1, basic leucine zipper transcription factor 2"
KIF18A,221258_s_at,AML-Healthy,-0.125471094,0.084826502,0.166115686,6.62E-10,kinesin family member 18A
SGPP1,221268_s_at,AML-Healthy,-0.114410192,0.066032553,0.16278783,3.70E-06,sphingosine-1-phosphate phosphatase 1
FFAR2,221345_at,AML-Healthy,-0.122912526,0.081076175,0.164748878,8.36E-09,free fatty acid receptor 2
MED17,221517_s_at,AML-Healthy,0.073835303,-0.10065277,-0.047017836,7.20E-08,mediator complex subunit 17
RRAGD,221523_s_at,AML-Healthy,-0.126343133,0.081790826,0.17089544,2.85E-08,Ras-related GTP binding D
CRISPLD2,221541_at,AML-Healthy,-0.133280535,0.080207852,0.186353218,8.97E-07,cysteine-rich secretory protein LCCL domain containing 2
GDF15,221577_x_at,AML-Healthy,0.074647788,-0.122323593,-0.026971982,0.002160581,growth differentiation factor 15
PIPOX,221605_s_at,AML-Healthy,0.070480356,-0.091257275,-0.049703437,0,pipecolic acid oxidase
HMGN5,221606_s_at,AML-Healthy,-0.138298175,0.088559598,0.188036752,5.33E-08,high mobility group nucleosome binding domain 5
DSPP,221681_s_at,AML-Healthy,0.060466872,-0.0908951,-0.030038644,9.99E-05,dentin sialophosphoprotein
CLEC7A,221698_s_at,AML-Healthy,-0.117289757,0.06058913,0.173990383,5.13E-05,"C-type lectin domain family 7, member A"
KDM7A,221778_at,AML-Healthy,-0.129471653,0.090096296,0.168847009,0,lysine (K)-specific demethylase 7A
NRBF2,221803_s_at,AML-Healthy,-0.119121775,0.081680043,0.156563507,0,nuclear receptor binding factor 2
LUZP1,221831_at,AML-Healthy,0.07062209,-0.0910211,-0.05022308,0,leucine zipper protein 1
EOGT,221935_s_at,AML-Healthy,0.069338698,-0.110866403,-0.027810992,0.001073614,EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase
GUCY1A3,221942_s_at,AML-Healthy,0.088319615,-0.139625991,-0.037013239,0.000747369,"guanylate cyclase 1, soluble, alpha 3"
WLS,221958_s_at,AML-Healthy,-0.168712405,0.132923446,0.204501364,0,wntless Wnt ligand secretion mediator
NTM,222020_s_at,AML-Healthy,0.065570308,-0.090248336,-0.040892279,2.02E-07,neurotrimin
KIF18B,222039_at,AML-Healthy,-0.132954305,0.096812736,0.169095873,0,kinesin family member 18B
SLCO4C1,222071_s_at,AML-Healthy,-0.223509304,0.168348607,0.27867,0,"solute carrier organic anion transporter family, member 4C1"
RACGAP1,222077_s_at,AML-Healthy,-0.129947214,0.092547561,0.167346868,0,Rac GTPase activating protein 1
TBC1D16,222116_s_at,AML-Healthy,0.077329497,-0.113882211,-0.040776783,3.45E-05,"TBC1 domain family, member 16"
ISYNA1,222240_s_at,AML-Healthy,0.067255174,-0.09686512,-0.037645228,8.78E-06,inositol-3-phosphate synthase 1
C1orf186 ,222281_s_at,AML-Healthy,0.079555026,-0.134173045,-0.024937008,0.004321324,chromosome 1 open reading frame 186 
GALNT7,222587_s_at,AML-Healthy,0.061837545,-0.105855131,-0.017819958,0.005914442,polypeptide N-acetylgalactosaminyltransferase 7
ANLN,222608_s_at,AML-Healthy,-0.212415491,0.154421433,0.270409549,0,anillin actin binding protein
SDPR,222717_at,AML-Healthy,-0.186387796,0.11474522,0.258030371,3.59E-07,serum deprivation response
PDGFC,222719_s_at,AML-Healthy,0.078093387,-0.117600592,-0.038586182,0.00010871,platelet derived growth factor C
